npsn,nama_smk,status,akreditasi,alamat,kab_kota,kecamatan,telp,fax
20362122,SMKS MUHAMMADIYAH MLATIHARJO GAJAH,Swasta,,JL.RAYA TEGALOMBO-MEDINI KM.9 RT 1 RW 1 Mlatiharjo Kode Pos 59581,Kab. Demak,Kec. Gajah,82327420222,
20362128,SMK ISLAMIC CENTRE BAITURRAHMAN,Swasta,,JL. ABDULRAHMAN SALEH NO. 285 RT 3 RW 11 Kalipancur Kode Pos 50183,Kota Semarang,Kec. Ngaliyan,76634220,76634220
20362138,SMKS MUTIARA KEBUMEN,Swasta,,PANGERAN BUMIDIRJO RT 2 RW 3 Jatimulyo Kode Pos 54352,Kab. Kebumen,Kec. Alian,287383566,287383566
20362141,SMKS MUHAMMADIYAH 1 CEPER,Swasta,,RAYA YOGYA SOLO JAMBUKULON CEPER RT 1 RW 4 Jambu Kulon Kode Pos 57465,Kab. Klaten,Kec. Ceper,272553042,
20362244,SMKS WIKRAMA 1 JEPARA,Swasta,,JALAN KELET PLOSO KM 36 KELING JEPARA RT 5 RW 1 Kelet Kode Pos 59454,Kab. Jepara,Kec. Keling,291578191,
20362272,SMKS MUHAMMADIYAH KRADENAN,Swasta,,Jln. Peting -Menden Km 3.5 Desa Sumber Kecamatan Kradenan Kabupaten Blora RT 7 RW 2 Sumber Kode Pos 58383,Kab. Blora,Kec. Kradenan,,
20362274,SMKS FARMASI PERMATA MEDIKA TALANG,Swasta,,JL. Ciwareng No.02 Rt.06 Rw.03 Gembong Kulon Kecamatan Talang Kabupaten Tegal RT 14 RW 1 Gembong Kulon Kode Pos 52193,Kab. Tegal,Kec. Talang,283443229,283443229
20362279,SMKS NU WAHID HASYIM,Swasta,,PROJOSUMARTO II PESAYANGAN RT 19 RW 4 Pesayangan Kode Pos 52193,Kab. Tegal,Kec. Talang,2834542004,
20362281,SMKS ROBBANI KARANGTENGAH,Swasta,,"JL. DESA DUKUN RT 04/ RW 03, KARANGTENGAH RT 4 RW 3 Dukun Kode Pos 59561",Kab. Demak,Kec. Karang Tengah,85327064444,
20362282,SMKS AL ITTIHAD ISLAMIC BOARDING SCHOOL,Swasta,,JL. KH. FAUZI NOOR Gg PP AL - ITTIHAD  RT 2 RW 3 Jungpasir Kode Pos 59554,Kab. Demak,Kec. Wedung,85640747207,
20362290,SMKS ISLAM RANDUDONGKAL,Swasta,,JL. KAUMAN NO. 09 RT 34 RW 4 Randudongkal Kode Pos 52353,Kab. Pemalang,Kec. Randudongkal,284584448,
20362293,SMK VISI MEDIA INDONESIA,Swasta,,JL. KI SARINO MANGUN PRANOTO NO. 18A RT 8 RW 3 Bandarjo Kode Pos 50517,Kab. Semarang,Kec. Ungaran Barat,76510159,0
20362296,SMK SULTAN TRENGGONO,Swasta,,Jl. Raya Manyaran-Gunungpati Km. 15 RT 0 RW 0 Gunungpati Kode Pos 50224,Kota Semarang,Kec. Gunung Pati,2476916152,2476916152
20362299,SMK GAJAH MADA PABELAN,Swasta,,DS. KAUMAN LOR KEC. PABELAN RT 1 RW 1 Kauman Lor Kode Pos 50771,Kab. Semarang,Kec. Pabelan,2983420711,
20362306,SMKS BHAKTI KENCANA KENDAL,Swasta,,"Jalan Sri Agung Nomor 168, Kecamatan Cepiring, Kabupaten Kendal 51352 RT 2 RW 6 Kebondalem Kode Pos 51352",Kab. Kendal,Kec. Kota Kendal,2943681212,
20362307,SMK AL-HUDA SALAMAN,Swasta,,Komplek Pondok Pesantren Mambaul Huda Kaliabu Salaman RT 1 RW 1 Kaliabu Kode Pos 56162,Kab. Magelang,Kec. Salaman,2933196030,
20362309,SMKS MUHAMMADIYAH TODANAN,Swasta,,"JL.RAYA TODANAN BLORA,PADAS  RT 6 RW 1 Todanan Kode Pos 58256",Kab. Blora,Kec. Todanan,2964319656,
20362310,SMK Krida Doplang,Swasta,,Jln.Sumur umum Dukuhan- Doplang RT 28 RW 4 Doplang Kode Pos 58384,Kab. Blora,Kec. Jati,85641012648,
20362311,SMKS AZZAHRO,Swasta,,Jl. Raya Pegandon Kendal 51357 RT 0 RW 0 Pegandon Kode Pos 51357,Kab. Kendal,Kec. Pegandon,2943686402,
20362312,SMKS BHAKTI HUSADA PGRI BLORA,Swasta,,GATOT SUBROTO KM.2 RT 1 RW 1 Tutup Kode Pos 58252,Kab. Blora,Kec. Tunjungan,296531592,296531592
20362320,SMK IT MIFTAHUL ULUM SUSUKAN,Swasta,,"JL. KOLONEL SUGIYONO N0.1 SUSUKAN, UNGARAN TIMUR RT 1 RW 4 Susukan Kode Pos 50516",Kab. Semarang,Kec. Ungaran Timur,2476921061,
20362362,SMKS BINA MANDIRI PURWAREJA KLAMPOK,Swasta,,RAYA PURWAREJA KLAMPOK RT 2 RW 6 Kaliwinasuh Kode Pos 53474,Kab. Banjarnegara,Kec. Purwareja Klampok,286479669,
20362363,SMKS AL MABRUR PEJAWARAN,Swasta,,JL. RAYA DIENG BATUR RT 13 RW 2 Gembol Kode Pos 53454,Kab. Banjarnegara,Kec. Pejawaran,85228874000,
20362365,SMK KESEHATAN BINA MANDIRI,Swasta,,"JL. BLIMBING Rt. 01 Rw. 02 MAGERSARI, REMBANG RT 4 RW 2 Magersari Kode Pos 59214",Kab. Rembang,Kec. Rembang,295693237,
20362369,SMKS PANCA BHAKTI RAKIT,Swasta,,RAKIT RT 1 RW 5 Adipasir Kode Pos 53463,Kab. Banjarnegara,Kec. Rakit,85329699994,
20362388,SMKS MUHAMMADIYAH 3 PUCANG GADING,Swasta,,JL.RAYA BATUSARI NO.11 A RT 3 RW 4 Batursari Kode Pos 59567,Kab. Demak,Kec. Mranggen,2476727625,2476727625
20362399,SMKS MAARIF NU 2 SIRAMPOG,Swasta,,JL. BANJARSARI NO. 99 RT 2 RW 1 Manggis Kode Pos 52272,Kab. Brebes,Kec. Sirampog,85860289004,
20362436,SMKS MUHAMMADIYAH 2 BLORA,Swasta,,JL.GATOT SUBROTO KM.1 BLORA RT 2 RW 1 Kauman Kode Pos 58213,Kab. Blora,Kec. Kota Blora,296531659,296531659
20362466,SMK AL HUDA,Swasta,,"Geneng, Plesungan RT.03 RW.10 RT 3 RW 10 Karangpandan Kode Pos 57791",Kab. Karanganyar,Kec. Karangpandan,2716492110,81329470800
20362525,SMKS BHAKTI PRAJA ADIWERNA,Swasta,,"Jalan raya Singkil No. 242 Adiwerna Kec. Adiwerna, Kab.Tegal RT 27 RW 4 Adiwerna Kode Pos 52194",Kab. Tegal,Kec. Adiwerna,283444720,
20362528,SMKS IT SMART INFORMATIKA,Swasta,,JL. SRI GUNTING VII NO. 9 SURAKARTA RT 4 RW 11 Manahan Kode Pos 57139,Kota Surakarta,Kec. Banjarsari,271733760,
20362557,SMKS KESEHATAN MEDIKA FARMA PETARUKAN,Swasta,,PEMUDA NO. 46 PETARUKAN RT 3 RW 16 Petarukan Kode Pos 52362,Kab. Pemalang,Kec. Petarukan,2843291235,2843291235
20362559,SMKS IHSANIYAH TEGAL,Swasta,,SUMBODRO NO. 14 RT 3 RW 4 Slerok Kode Pos 52125,Kota Tegal,Kec. Tegal Timur,283323939,
20362560,SMK TIARA GEMBONG,Swasta,,JL. RAYA PATI - GEMBONG KM 7 RT 3 RW 4 Kedungbulus Kode Pos 59162,Kab. Pati,Kec. Gembong,85385814050,
20362563,SMK NU AL YAMAN LEBAKSIU,Swasta,,RAYA SELATAN YAMANSARI LEBAKSIU RT 3 RW 3 Yamansari Kode Pos 52461,Kab. Tegal,Kec. Lebaksiu,85290010662,
20362581,SMK NEGERI 1 CLUWAK,Negeri,,JALAN TAYU - JEPARA KM.15 RT 0 RW 0 DESA SIRAHAN Kode Pos 59157,Kab. Pati,Kec. Cluwak,2914277788,2914277788
20362582,SMKS MIFTAHUS SAADAH,Swasta,,JLN. RAYA DIPONEGORO KM. 4 DS. TAMBAKSELO RT 3 RW 5 Tambakselo Kode Pos 58192,Kab. Grobogan,Kec. Wirosari,2926540009,292
20362592,SMKS KESEHATAN RAHANI HUSADA,Swasta,,"Jln. Jogja - Klaten Km 5,5, Ngemplak, Prawatan, Jogonalan RT 0 RW 0 Prawatan Kode Pos 57452",Kab. Klaten,Kec. Jogonalan,2723359645,
20362598,SMK KARYA TUNAS NUSANTARA WANAREJA,Swasta,,Jalan Gajah Mada Timur Desa Madura Wanareja RT 0 RW 0 Madura Kode Pos 53265,Kab. Cilacap,Kec. Wanareja,82213815625,
20362601,SMKS PANCA MARGA BHAKTI KUTOARJO,Swasta,,JL. P. DIPONEGORO RT 1 RW 1 BAYEM Kode Pos 54215,Kab. Purworejo,Kec. Kutoarjo,275641552,275641552
20362607,SMKS MUHAMMADIYAH NGAWEN,Swasta,,PURWODADI-BLORA KM.20 NGAWEN RT 3 RW 4 Ngawen Kode Pos 58254,Kab. Blora,Kec. Ngawen,296312090,
20362728,SMK KESEHATAN BHAKTI INDONESIA MEDIKA JUWANA,Swasta,,Jl. Juwana-Tayu KM 3 Juwana RT 4 RW 3 Bakaran Kulon Kode Pos 59185,Kab. Pati,Kec. Juwana,(0295)4746073,(0295)4746073
20362729,SMKS SRIWIJAYA 2 WANGON,Swasta,,JL. RAYA WANGON - CILACAP KM.01 RT 0 RW 0 Wangon Kode Pos 53176,Kab. Banyumas,Kec. Wangon,2815705116,
20362730,SMKS NU MAARIF 3 KUDUS,Swasta,,JL. GOLAN TEPUS RT 4 RW VI RT 4 RW 6 Golantepus Kode Pos 59381,Kab. Kudus,Kec. Mejobo,291430756,
20362731,SMK NEGERI 1 WARUNGASEM,Negeri,,"JL. BANJIRAN, SAWAHJOHO, KM 0,8 DESA KALIBELUK, KEC. WARUNGASEM RT 16 RW 7 Kalibeluk Kode Pos 51252",Kab. Batang,Kec. Warungasem,4499002,4499002
20362738,SMKS ISLAM AL MADINA,Swasta,,JL. RAYA PECANGAN-KEDUNG KM 5 RT 7 RW 1 Kaliombo Kode Pos 59462,Kab. Jepara,Kec. Pecangaan,81236190886,
20362741,SMKS NAWA KARTIKA MLONGGO,Swasta,,JL. JEPARA-BANGSRI KM.11 RT 11 RW 3 SEKURO Kode Pos 59452,Kab. Jepara,Kec. Mlonggo,2917732024,2917732024
20362742,SMK TUNAS KARYA BERLIAN,Swasta,,JL. GUNUNGWUNGKAL TAYU KM. 4 RT 8 RW 2 DESA JEMBULWUNUT Kode Pos 59156,Kab. Pati,Kec. Gunung Wungkal,82300030678,82300030678
20362743,SMK TARUNA PESANTENAN,Swasta,,JL. RAYA BATANGAN PATI KM. 24 RT 5 RW 2 DESA BATURSARI Kode Pos 59186,Kab. Pati,Kec. Batangan,2954790360,0
20362748,SMK TARUNA FARMA,Swasta,,JL. Josroyo Timur No. 26-28 Jaten RT 1 RW 14 Jaten Kode Pos 57771,Kab. Karanganyar,Kec. Jaten,822529,
20362766,SMKS TAMAN SISWA BOJA,Swasta,,JL. Raya Bebengan No. 263 Boja  RT 2 RW 1 Bebengan Kode Pos 51381,Kab. Kendal,Kec. Boja,294572387,294572387
20362767,SMKS TAKHASUS PLUS AL MARDLIYAH,Swasta,,JALAN LAUT MOROREJO KALIWUNGU KABUPATEN KENDAL RT 5 RW 6 Mororejo Kode Pos 51372,Kab. Kendal,Kec. Kaliwungu,2943690543,
20362772,SMKS MUHAMMADIYAH 3 WONOSOBO,Swasta,,"SELOMANIK, KALIWIRO RT 1 RW 3 Selomanik Kode Pos 56364",Kab. Wonosobo,Kec. Kaliwiro,85228143503,
20362773,SMKN 1 WADASLINTANG,Negeri,,JL. SOMOGEDE KM. 03 TRIMULYO RT 3 RW 3 Trimulyo Kode Pos 56365,Kab. Wonosobo,Kec. Wadaslintang,2865802211,5802211
20362774,SMKS NU KEJAJAR,Swasta,,"JL. RAYA DIENG KM. 13 BUNTU, KEJAJAR, WONOSOBO RT 3 RW 3 Buntu Kode Pos 56354",Kab. Wonosobo,Kec. Kejajar,3326590,
20362775,SMKS AL GHOZALY,Swasta,,"SIWATU, BUMIROSO, WATUMALANG RT 2 RW 5 Bumiroso Kode Pos 56352",Kab. Wonosobo,Kec. Watumalang,,
20362776,SMKS JALALUDDIN WONOSOBO,Swasta,,"Jl.wadaslintang-lancar km.06 Desa LANCAR, Kec. WADASLINTANG RT 42 RW 10 Lancar Kode Pos 56365",Kab. Wonosobo,Kec. Wadaslintang,2865832292,0
20362786,SMKS KESEHATAN BHAKTI HUSADA,Swasta,,JL. BONG CINA KRADENAN RT 1 RW 1 Kradenan Kode Pos 53195,Kab. Banyumas,Kec. Sumpiuh,2825296075,
20362787,SMKS NUSANTARA,Swasta,,"MUDAL, MOJOTENGAH RT 1 RW 1 Mudal Kode Pos 56351",Kab. Wonosobo,Kec. Mojotengah,2863320180,
20362789,SMK TERPADU NUSANTARA,Swasta,,JL. TAYU - JUANA KM. 5 MARGOYOSO RT 5 RW 2 Margoyoso Kode Pos 59154,Kab. Pati,Kec. Margoyoso,81328770566,
20362790,SMKS AL ANWAR MAYONG,Swasta,,JL. PESANTREN RT 02 RW IX No. 59 GLEGET RT 2 RW 9 Mayong Lor Kode Pos 59465,Kab. Jepara,Kec. Mayong,2915742544,2914256575
20362794,SMKS PGRI WIROSARI,Swasta,,JL. KUWU-WIROSARI KM. 02 RT 1 RW 2 Kalirejo Kode Pos 58192,Kab. Grobogan,Kec. Wirosari,292761070,
20362796,SMKS MUHAMMADIYAH MAYONG,Swasta,,JL. PEGADAIAN MAYONG RT 5 RW 9 MAYONG LOR Kode Pos 59465,Kab. Jepara,Kec. Mayong,2917512120,
20362798,SMKS ISLAM AL HIKMAH 2,Swasta,,JL. RAYA GEDANGAN WELAHAN JEPARA RT 2 RW 2 Welahan Kode Pos 59464,Kab. Jepara,Kec. Welahan,2914256299,
20362799,SMKS MITRA KARYA MANDIRI,Swasta,,JL. JEND. SUDIRMAN NO. 441 KETANGGUNGAN RT 3 RW 3 Ketanggungan Kode Pos 52263,Kab. Brebes,Kec. Ketanggungan,283881831,283881831
20362802,SMKS MA ARIF NU 2 PAGUYANGAN,Swasta,,JL. CANDI PANGKUAN NO. 09 CILIBUR PAGUYANGAN RT 2 RW 6 Cilibur Kode Pos 52276,Kab. Brebes,Kec. Paguyangan,85226462000,0
20362804,SMKS ASTA MITRA PURWODADI,Swasta,,JL.  RAYA PURWODADI - BLORA KM. 2 RT 07 RW 02  RT 7 RW 2 GETAS REJO Kode Pos 58152,Kab. Grobogan,Kec. Grobogan,426436,
20362809,SMKS AGRIBISNIS,Swasta,,JL. RAYA PANTAI RANDUSANGA INDAH NO. 01 BREBES RT 1 RW 2 Randusanga Wetan Kode Pos 52212,Kab. Brebes,Kec. Brebes,283,
20362811,SMKS AL HABIBATAIN,Swasta,,JL. PONPES AL HABIBATAIN RT 03/04 KALILANGKAP RT 3 RW 4 Kalilangkap Kode Pos 52273,Kab. Brebes,Kec. Bumiayu,85225358856,
20364869,SMKS KESEHATAN DONOHUDAN,Swasta,,"DUKUHREJO, DONOHUDAN, NGEMPLAK  RT 1 RW 2 DONOHUDAN  Kode Pos 57375",Kab. Boyolali,Kec. Ngemplak,2717462795,2717462795
20364871,SMK ARRIDLO DUKUHSETI,Swasta,,JAL TAYU - PUNCEL KM 6 NGAGEL DUKUHSETI  RT 2 RW 1 DES NGAGEL  Kode Pos 59158,Kab. Pati,Kec. Dukuhseti,295454365,0
20364872,SMKS MA ARIF NU 03 SIRAMPOG,Swasta,,JL. PAKISHAJI KALIGIRI SIRAMPOG BREBES  RT 3 RW 4 Kaligiri Kode Pos 52272,Kab. Brebes,Kec. Sirampog,81327774993,12345678
20364876,SMKS HARAPAN MULYA,Swasta,,"Jalan Soekarno Hatta, Brangsong Kabupaten Kendal RT 8 RW 3 Brangsong Kode Pos 51371",Kab. Kendal,Kec. Brangsong,2943687337,0
20364880,SMK TARUNA ABDI BANGSA WINONG,Swasta,,Jalan Mirit Km 3 Winong RT 2 RW 2 Winong Kode Pos 54395,Kab. Kebumen,Kec. Mirit,85225646625,
20364883,SMK KARYA TEKNIKA,Swasta,,Tohudan RT 7 RW 6 Colomadu Karanganyar RT 7 RW 6 Tohudan Kode Pos 57173,Kab. Karanganyar,Kec. Colomadu,2717468762,
20364884,SMKS PELITA,Swasta,,JL. JAPAH-TODANAN  KM 01 RT 6 RW 1 Japah Kode Pos 58257,Kab. Blora,Kec. Japah,81325180339,0
20364885,SMKS AL IKHLAS BLORA,Swasta,,JL. CENDANA GANG IV  RT 2 RW 2 Beran Kode Pos 58216,Kab. Blora,Kec. Kota Blora,81228128820,
20364886,SMKS AL GHOZALI,Swasta,,DS. JIWOREJO JIKEN  RT 2 RW 1 JIWOREJO  Kode Pos 58372,Kab. Blora,Kec. Jiken,296524417,
20364890,SMKS WIDYA KUTOARJO,Swasta,,"Jl. Sawunggalih NO. 70 Kutoarjo, Semawung Daleman, KUTOARJO, KAB. PURWOREJO 5421 RT 2 RW 5 Semawung Daleman Kode Pos 54213",Kab. Purworejo,Kec. Kutoarjo,275641066,275641066
20364899,SMKS MAARIF NU BAWANG,Swasta,,JL. SUNAN BONANG 57 BAWANG RT 15 RW 5 Bawang Kode Pos 51274,Kab. Batang,Kec. Bawang,85290039286,2854488038
20364900,SMKS TAMAN KARYA SUBAH,Swasta,,JL. MANGGIS NO. 44 SUBAH RT 1 RW 8 Subah Kode Pos 51262,Kab. Batang,Kec. Subah,2856681726,
20364901,SMKS YANURIS TONJONG,Swasta,,JL. RAYA LINGGAPURA RT 03 RW 03 NO. 82  RT 0 RW 0 LINGGAPURA  Kode Pos 52271,Kab. Brebes,Kec. Tonjong,2894403520,
20364902,SMKS AL IKHLAS PENDE,Swasta,,JL. RAYA PENDE CIKAKAK BANJARHARJO  RT 1 RW 1 Pende Kode Pos 52265,Kab. Brebes,Kec. Banjarharjo,81909811717,
60702930,SMKS AMILIA PAGUYANGAN,Swasta,,Jalan Raya Pagojengan No. 100 Paguyangan RT 1 RW 1 Pagojengan Kode Pos 52276,Kab. Brebes,Kec. Paguyangan,289430807,289430807
60725049,SMK AL AZHAR,Swasta,,JL. TAMANSARI DESA TEMBONGRAJA SALEM RT 1 RW 1 Tembongraja Kode Pos 52275,Kab. Brebes,Kec. Salem,82315279859,
60725403,SMKS WIDYA NUSANTARA,Swasta,,JL. KAUMAN SELATAN RT. 06 RW. 05 BOJA RT 6 RW 5 BOJA Kode Pos 51381,Kab. Kendal,Kec. Boja,81325105351,
60725431,SMKS TUNAS BANGSA MIJEN,Swasta,,Jl. Raya Mijen - Demak No. 70 RT 3 RW 6 Mijen Kode Pos 59583,Kab. Demak,Kec. Mijen,2914256304,
60725432,SMKN 1 KARANGAWEN,Negeri,,KARANGPACING RT.2/11 RT 2 RW 11 Rejosari Kode Pos 59566,Kab. Demak,Kec. Karangawen,85641544199,
60725470,SMKS ISLAM AL HIDAYAH,Swasta,,"JL.POS WONOKERTO DS. WONOWOSO RT,02 RW 03 RT 2 RW 3 Wonowoso Kode Pos 59561",Kab. Demak,Kec. Karang Tengah,81325424874,
60726544,SMKS TKM PERTAMBANGAN,Swasta,,"JL. P.BUMIDIRJO NO.36 ,KAWEDUSAN, KEBUMEN RT 6 RW 1 Kawedusan Kode Pos 54351",Kab. Kebumen,Kec. Kebumen,3870227,3870227
60728470,SMK WALIJAWA KEDUNGBANTENG,Swasta,,JL. RAYA KARANGANYAR-CACABAN  RT 4 RW 2 Karang Anyar Kode Pos 52472,Kab. Tegal,Kec. Kedungbanteng,6.23E+11,
60728471,SMKS NU ENTERPRENEUR 01 LEBAKSIU,Swasta,,JL. RAYA DUKUHLO NO. 1  RT 3 RW 2 Dukuhlo Kode Pos 52461,Kab. Tegal,Kec. Lebaksiu,,
60728472,SMKS GRAFIKA DUKUHTURI,Swasta,,JL. JAJARSARI NO. 39  RT 3 RW 2 Dukuhturi Kode Pos 52192,Kab. Tegal,Kec. Dukuhturi,,
60728473,SMKS FARMASI AL AMIN DUKUHTURI,Swasta,,JL. PESANTREN NO. 8 RT 06 RW 01  RT 6 RW 1 BANDASARI  Kode Pos 52192,Kab. Tegal,Kec. Dukuhturi,283324184,0
60728474,SMKS AL FAJAR LEBAKSIU,Swasta,,JL. KH. MUFTI SALIM NO. 1  RT 1 RW 6 Jatimulya Kode Pos 52461,Kab. Tegal,Kec. Lebaksiu,6191156,
60728475,SMK NU 01 DUKUHTURI,Swasta,,JL. WALISONGO  RT 1 RW 1 KADEMANGARAN  Kode Pos 52192,Kab. Tegal,Kec. Dukuhturi,3317160,
60728650,SMKS ISLAM JUMO KEDUNGJATI,Swasta,,"Jl. Kauman Raya No.09 Jumo, Kedungjati - Grobogan 58167 RT 3 RW 7 Jumo Kode Pos 58167",Kab. Grobogan,Kec. Kedungjati,85226118055,85226118055
60728976,SMKS BHAKTI ANINDYA,Swasta,,"JL. PAHLAWAN 176 KUNDEN, SUMBERJO, KLATEN SELATAN RT 1 RW 4 SUMBEREJO Kode Pos 57422",Kab. Klaten,Kec. Klaten Selatan,,
60730375,SMKS BAKTI MULIA BLORA,Swasta,,"JL. BLORA CEPU KM.4,5 BLORA RT 2 RW 4 Seso Kode Pos 58261",Kab. Blora,Kec. Jepon,82133953014,
69726550,SMKS BUMANTARA MUNTILAN,Swasta,,"JL. KLANGON, KM 1 NGABLAK KEJI MUNTILAN RT 0 RW 0 KEJI Kode Pos 56415",Kab. Magelang,Kec. Muntilan,2933284320,
69726551,SMKS MUHAMMADIYAH DUKUN,Swasta,,"Talun, Banyudono, Dukun RT 4 RW 1 Banyudono Kode Pos 56482",Kab. Magelang,Kec. Dukun,2933288008,
69727079,SMKN 5 SUKOHARJO,Negeri,,TIYARAN BULU SUKOHARJO RT 2 RW 8 TIYARAN Kode Pos 57563,Kab. Sukoharjo,Kec. Bulu,2717063555,
69727081,SMKS MANBAUL IHSAN AL BAEDLOWI,Swasta,,Jl. Yudha Tama No. 03 RT 3 RW 2 Karangpucung Kode Pos 53358,Kab. Purbalingga,Kec. Kertanegara,85647123777,
69727628,SMKS AMANAH HUSADA,Swasta,,JL. DI. Panjaitan KM.4 Sewaka - Pemalang RT 5 RW 9 Sewaka Kode Pos 52319,Kab. Pemalang,Kec. Pemalang,,
69727629,SMKN 1 RANDUDONGKAL,Negeri,,JL RAYA PEMALANG - RANDUDONGKAL KM. 26 RT 2 RW 1 SEMINGKIR Kode Pos 52353,Kab. Pemalang,Kec. Randudongkal,584220,0
69727636,SMKS NU BODEH,Swasta,,JL RAYA BODEH RT 2 RW 1 Bodeh Kode Pos 52365,Kab. Pemalang,Kec. Bodeh,2854473669,
69727638,SMKS SYAFIIYAH,Swasta,,Jl.Sambeng - Lumpang Km 2 RT 10 RW 6 Bantarbolang Kode Pos 52352,Kab. Pemalang,Kec. Bantarbolang,2845852868,
69727639,SMKS MUHAMMADIYAH 6 COMAL,Swasta,,JL JEND SUDIRMAN NO 12 COMAL 52363 RT 1 RW 8 PURWOHARJO Kode Pos 52363,Kab. Pemalang,Kec. Comal,4475842,
69727640,SMKS TIO MEJAGONG,Swasta,,JL RANDUDONGKAL - MEJAGONG KM 3 NO 3 RT 3 RW 3 Mejagong Kode Pos 52353,Kab. Pemalang,Kec. Randudongkal,85742730684,
69727642,SMKS NUSA MANDIRI,Swasta,,Jln. Comal Baru Desa Ujunggede Kecamatan Ampelgading Kabupaten Pemalang RT 48 RW 7 Ujunggede Kode Pos 52364,Kab. Pemalang,Kec. Ampelgading,2855750074,2855750074
69727937,SMKS ANDALUSIA,Swasta,,Jl. Raya Tegalwulung-Jatibarang - Desa Karanglo Lor - Jatibarang - Brebes RT 4 RW 2 Karanglo Kode Pos 52261,Kab. Brebes,Kec. Jatibarang,2834511108,2834511108
69728555,SMKS MULYA HUSADA,Swasta,,JL. BATURRADEN TIMUR NO.57 KARANGCEGAK SUMBANG 53183 RT 1 RW 2 Karangcegak Kode Pos 53183,Kab. Banyumas,Kec. Sumbang,2816445210,
69733875,SMKS AL-QODIRIYAH WINDUSARI,Swasta,,JEGEDEH CANDISARI WINDUSARI MAGELANG RT 4 RW 4 Candisari Kode Pos 56152,Kab. Magelang,Kec. Windusari,85868676400,
69734010,SMKS NU 06 MUALLIMIN WELERI,Swasta,,"JL. BALAI DESA PENARUBAN, WELERI RT 4 RW 4 Penaruban Kode Pos 51355",Kab. Kendal,Kec. Weleri,294644571,294644571
69734049,SMKS DARUL FIKR ANDONG,Swasta,,"BANDUNG, BEJI, ANDONG, BOYOLALI RT 16 RW 3 Beji Kode Pos 57384",Kab. Boyolali,Kec. Andong,85742915666,
69734128,SMK NURUL UMMAH PANINGGARAN,Swasta,,Jl. Raya Sawangan RT 0 RW 0 Paninggaran Kode Pos 51164,Kab. Pekalongan,Kec. Paninggaran,285521010,
69752158,SMKS GAJAH MADA,Swasta,,JL. UNTUNG SUROPATI GG. 1 PURWODADI - GROBOGAN RT 4 RW 19 Purwodadi Kode Pos 58111,Kab. Grobogan,Kec. Purwodadi,292421957,
69752159,SMKS AT THOAT TOROH,Swasta,,JL. PURWODADI-SOLO KM. 10 DS. SINDUREJO KEC. TOROH RT 3 RW 2 SINDUREJO Kode Pos 58171,Kab. Grobogan,Kec. Toroh,292551916,
69752160,SMKS BP DARUL ULUM REJOSARI,Swasta,,JL. PURWODADI-BLORA KM. 5  DSN. NGLUMPANG DS. REJOSARI KEC. GROBOGAN RT 1 RW 4 Rejosari Kode Pos 58152,Kab. Grobogan,Kec. Grobogan,2924273035,
69753174,SMKS TARUNA NUSANTARA GROBOGAN,Swasta,,JL. RAYA PENAWANGAN - TRUKO RT 1 RW 1 Penawangan Kode Pos 58161,Kab. Grobogan,Kec. Penawangan,2924271061,
69753992,SMKS TUNAS NUSANTARA,Swasta,,JL. TENTARA PELAJAR KM 3 RT 0 RW 0 Banyu Urip Kode Pos 54171,Kab. Purworejo,Kec. Banyu Urip,2753128899,2
69754025,SMKS EL HUSNA KANDEMAN,Swasta,,"JL. DESA BAKALAN KM 3, KANDEMAN RT 3 RW 1 BAKALAN Kode Pos 51261",Kab. Batang,Kec. Kandeman,8567935983,
69754339,SMKN 1 KALIBAWANG,Negeri,,JL. RAYA KALIBAWANG KM 01 KALIBAWANG WONOSOBO RT 4 RW 2 Karangsambung Kode Pos 56375,Kab. Wonosobo,Kec. Kalibawang,2863399142,2863399142
69754606,SMKS MAARIF NU PECALUNGAN,Swasta,,JL. RAYA PECALUNGAN - BANDAR KM 1 RT 4 RW 2 Pecalungan Kode Pos 51262,Kab. Batang,Kec. Pecalungan,85865690935,285
69754625,SMKS ISLAM SUDIRMAN,Swasta,,JL. RAYA KAPUNG - TANGGUNGHARJO RT 4 RW 1 Sugihmanik Kode Pos 58167,Kab. Grobogan,Kec. Tanggungharjo,83866757082,
69755243,SMKS MAARIF NU 2 BUMIAYU,Swasta,,JL. AT TAQWA NO 16 DUKUHTURI BUMIAYU RT 3 RW 3 Dukuhturi Kode Pos 52273,Kab. Brebes,Kec. Bumiayu,289432003,0
69755795,SMKS NU 1 KRADENAN,Swasta,,"JL. KRADENAN-NGAWI KM.0,2 RT 2 RW 1 Mendenrejo Kode Pos 58383",Kab. Blora,Kec. Kradenan,3517861116,
69755909,SMK CENDEKIA LASEM,Swasta,,JL. SUNAN BONANG KM.3 LASEM RT 7 RW 4 SRIOMBO Kode Pos 59271,Kab. Rembang,Kec. Lasem,295531123,
69756066,SMK NEGERI 1 BLADO,Negeri,,Jl. Blado - Kalipancur Km.2 RT 7 RW 3 Cokro Kode Pos 51255,Kab. Batang,Kec. Blado,2854488166,
69756154,SMK NEGERI 1 SUMBER,Negeri,,JL. RAYA SUMBER-SULANG  KM. 6 SUMBER RT 1 RW 1 Logung Kode Pos 59253,Kab. Rembang,Kec. Sumber,811288400,29691960
